"Location_skey";"Country";"State";"Region";"City";"Address";"PostalCode";"District";"SubDistrict";"SubSubDistrict";"SubSubSubDistrict";"DistrictCode";"SubDistrictCode";"SubSubDistrictCode";"SubSubSubDistrictCode";"Latitude";"Longitude";"IsGarage";"NameGarage"
"49414";"NLD";"NH";"Amsterdam";"Amsterdam";"Tweede Keucheniusstraat 4";"1051VR";"West";"Centrale Markt";"Bedrijvencentrum Westerkwartier";"Bedrijvencentrum Westerkwartier";"E";"E15";"E15c";"-1";52.380686;4.869404;NA;NA
"49739";"NLD";"NH";"Amsterdam";"Amsterdam";"Sarphatipark 135";"1073CX";"Zuid";"Nieuwe Pijp";"Van der Helstpleinbuurt";"Van der Helstpleinbuurt";"K";"K25";"K25b";"-1";52.35447;4.898956;NA;NA
"47053";"NLD";"NH";"Amsterdam";"Amsterdam";"Wethouder Wierdelsstraat 118";"1107DL";"Zuidoost";"Gein";"Gein Zuidoost";"Gein Zuidoost";"T";"T97";"T97d";"-1";52.290629;4.991951;NA;NA
"47166";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste Oosterparkstraat 105";"1091GW";"Oost";"IJburg West";"Haveneiland Zuidwest Rieteiland West";"Haveneiland Zuidwest Rieteiland West";"M";"M35";"M35c";"-1";52.356178;4.910437;NA;NA
"47169";"NLD";"NH";"Amsterdam";"Amsterdam";"Joke Smitstraat 2";"1103DD";"Zuidoost";"Bijlmer Oost (E,G,K)";"E-buurt";"E-buurt";"T";"T94";"T94a";"-1";52.321226;4.962023;NA;NA
"47268";"NLD";"NH";"Amsterdam";"Amsterdam";"Gieterij 6";"1021ND";"Noord";"IJplein Vogelbuurt";"IJplein e.o.";"IJplein e.o.";"N";"N61";"N61a";"-1";52.381413;4.914172;NA;NA
"47546";"NLD";"NH";"Amsterdam";"Amsterdam";"Krasseurstraat 193";"1033DV";"Noord";"Noordelijke IJ-oevers Oost";"Cornelis Douwesterrein";"Cornelis Douwesterrein";"N";"N71";"N71e";"-1";52.405639;4.896103;NA;NA
"47561";"NLD";"NH";"Amsterdam";"Amsterdam";"Deurloostraat 45";"1078HT";"Oost";"IJburg West";"Haveneiland Zuidwest Rieteiland West";"Haveneiland Zuidwest Rieteiland West";"M";"M35";"M35c";"-1";52.34635;4.890718;NA;NA
"45664";"NLD";"NH";"Amsterdam";"Amsterdam";"Cycladenlaan 4";"1060MB";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.348091;4.792624;NA;NA
"45762";"NLD";"NH";"Amsterdam";"Amsterdam";"Leenhofstraat 11";"1067KW";"Nieuw West";"Eendracht";"Buurt 10";"Buurt 10";"F";"F79";"F79b";"-1";52.377874;4.799569;NA;NA
"46045";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste Boerhaavestraat 14";"1091SB";"Oost";"IJburg West";"Haveneiland Zuidwest Rieteiland West";"Haveneiland Zuidwest Rieteiland West";"M";"M35";"M35c";"-1";52.358172;4.907322;NA;NA
"46140";"NLD";"NH";"Amsterdam";"Amsterdam";"Dorpsweg Ransdorp 45";"1028BK";"Ransdorp";"Ransdorp";"Ransdorp";"Ransdorp";"-1";"-1";"-1";"-1";52.392259;4.993769;NA;NA
"23807";"NLD";"NH";"Amsterdam";"Amsterdam";"Westerlengte 152";"1034PT";"Noord";"Banne Buiksloot";"Banne Buiksloot";"Banne Buiksloot";"N";"N70";"-1";"-1";52.413212;4.920193;NA;NA
"24225";"NLD";"NH";"Amsterdam";"Amsterdam";"President Kennedylaan 26";"1079ND";"Zuid";"Rijnbuurt";"Kromme Mijdrechtbuurt";"Kromme Mijdrechtbuurt";"K";"K54";"K54a";"-1";52.342793;4.912522;NA;NA
"6704";"NLD";"NH";"Amsterdam";"Amsterdam";"Newtonstraat 42";"1098HE";"Oost";"Middenmeer";"Middenmeer Noord";"Middenmeer Noord";"M";"M56";"M56b";"-1";52.355716;4.935884;NA;NA
"7003";"NLD";"NH";"Amsterdam";"Amsterdam";"Zocherstraat 2";"1054LX";"West";"Overtoomse Sluis";"Vondelparkbuurt West";"Vondelparkbuurt West";"E";"E21";"E21b";"-1";52.357906;4.857429;NA;NA
"7026";"NLD";"NH";"Amsterdam";"Amsterdam";"Noorder IJdijk 123";"1023NT";"Noord";"Waterland";"Schellingwoude West";"Schellingwoude West";"N";"N73";"N73a";"-1";52.38357;4.962807;NA;NA
"47219";"NLD";"NH";"Amsterdam";"Amsterdam";"Wilhelminastraat 213";"1054WG";"West";"Helmersbuurt";"Cremerbuurt Oost";"Cremerbuurt Oost";"E";"E20";"E20c";"-1";52.360208;4.858137;NA;NA
"47227";"NLD";"NH";"Amsterdam";"Amsterdam";"Olympiaplein 71";"1077CP";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.347274;4.868039;NA;NA
"47228";"NLD";"NH";"Amsterdam";"Amsterdam";"Anthonie van Dijckstraat 13";"1077MG";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.348328;4.873864;NA;NA
"47279";"NLD";"NH";"Amsterdam";"Amsterdam";"Overschiestraat 2";"1062XE";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.349785;4.83954;NA;NA
"47651";"NLD";"NH";"Amsterdam";"Amsterdam";"Zeelandstraat 2";"1082BW";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.327038;4.875782;NA;NA
"22320";"NLD";"NH";"Amsterdam";"Amsterdam";"Kortrijk 1";"1066TA";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.344391;4.800058;NA;NA
"22325";"NLD";"NH";"Amsterdam";"Amsterdam";"Keurenplein 29";"1069CD";"Nieuw West";"De Punt";"De Punt";"De Punt";"F";"F83";"F83a";"-1";52.360634;4.783956;NA;NA
"22336";"NLD";"NH";"Amsterdam";"Amsterdam";"Europaplein 105";"1079AW";"Zuid";"Rijnbuurt";"Kromme Mijdrechtbuurt";"Kromme Mijdrechtbuurt";"K";"K54";"K54a";"-1";52.341627;4.893645;NA;NA
"22546";"NLD";"NH";"Amsterdam";"Amsterdam";"Sara Burgerhartstraat 78";"1055LD";"West";"Erasmuspark";"Erasmusparkbuurt West";"Erasmusparkbuurt West";"E";"E38";"E38c";"-1";52.383608;4.846935;NA;NA
"22564";"NLD";"NH";"Amsterdam";"Amsterdam";"Henegouwenstraat 126";"1066DH";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.343085;4.811152;NA;NA
"22591";"NLD";"NH";"Amsterdam";"Amsterdam";"Jean Desmetstraat 142";"1087DR";"Oost";"IJburg West";"Haveneiland Noordoost";"Haveneiland Noordoost";"M";"M35";"M35f";"-1";52.360087;4.993438;NA;NA
"22815";"NLD";"NH";"Amsterdam";"Amsterdam";"Chassestraat 31";"1057HX";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.368208;4.861595;NA;NA
"22836";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelkade 124";"1078AS";"Zuid";"IJselbuurt";"IJselbuurt";"IJselbuurt";"K";"K53";"-1";"-1";52.347855;4.893659;NA;NA
"22855";"NLD";"NH";"Amsterdam";"Amsterdam";"Linnaeuskade 21";"1098BG";"Oost";"Middenmeer";"Linnaeusparkbuurt";"Linnaeusparkbuurt";"M";"M56";"M56a";"-1";52.356078;4.931343;NA;NA
"51692";"NLD";"NH";"Amsterdam";"Amsterdam";"Oosterendstraat 2";"1024GT";"Noord";"Nieuwendam Noord";"Nieuwendam Noord";"Nieuwendam Noord";"N";"-1";"-1";"-1";52.39182;4.96172;NA;NA
"52762";"NLD";"NH";"Amsterdam";"Amsterdam";"Brinkstraat 11";"1097VG";"Oost";"Betondorp";"Betondorp";"Betondorp";"M";"M57";"M57a";"-1";52.342448;4.946727;NA;NA
"10162";"NLD";"NH";"Amsterdam";"Amsterdam";"Bachstraat 13";"1077GD";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.349051;4.8797;NA;NA
"21355";"NLD";"NH";"Amsterdam";"Amsterdam";"Cornelis Lelylaan 115";"1065CN";"Nieuw West";"Slotervaart Noord";"Emanuel van Meterenbuurt";"Emanuel van Meterenbuurt";"F";"F85";"F85b";"-1";52.357403;4.828159;NA;NA
"24230";"NLD";"NH";"Amsterdam";"Amsterdam";"Kollenbergweg 11";"1101AR";"Zuidoost";"Amstel III Bullewijk";"Amstel III deel A B Noord";"Amstel III deel A B Noord";"T";"T92";"T92b";"-1";52.305442;4.935387;NA;NA
"24482";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan Lelimanhof 12";"1067LE";"Nieuw West";"Eendracht";"Buurt 10";"Buurt 10";"F";"F79";"F79b";"-1";52.378098;4.796896;NA;NA
"24652";"NLD";"NH";"Amsterdam";"Amsterdam";"Bart Poesiatstraat 6";"1069SE";"Nieuw West";"De Punt";"De Punt";"De Punt";"F";"F83";"F83a";"-1";52.351244;4.797093;NA;NA
"24925";"NLD";"NH";"Amsterdam";"Amsterdam";"Anna van den Vondelstraat 1";"1054GX";"West";"Helmersbuurt";"Cremerbuurt Oost";"Cremerbuurt Oost";"E";"E20";"E20c";"-1";52.360962;4.869599;NA;NA
"7471";"NLD";"NH";"Amsterdam";"Amsterdam";"Stadhouderskade 97";"1073AW";"Zuid";"Nieuwe Pijp";"Van der Helstpleinbuurt";"Van der Helstpleinbuurt";"K";"K25";"K25b";"-1";52.357791;4.896226;NA;NA
"7837";"NLD";"NH";"Amsterdam";"Amsterdam";"Vondelstraat 65";"1054GK";"West";"Helmersbuurt";"Cremerbuurt Oost";"Cremerbuurt Oost";"E";"E20";"E20c";"-1";52.361423;4.874385;NA;NA
"22083";"NLD";"NH";"Amsterdam";"Amsterdam";"Geervliet 42";"1082NV";"Zuid";"Buitenveldert Oost";"Buitenveldert Zuidoost";"Buitenveldert Zuidoost";"K";"K91";"K91c";"-1";52.330233;4.880151;NA;NA
"22566";"NLD";"NH";"Amsterdam";"Amsterdam";"Berlaarstraat 321";"1066SK";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.345649;4.804219;NA;NA
"22593";"NLD";"NH";"Amsterdam";"Amsterdam";"De la Reijstraat 8";"1091PA";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Noordwest";"Oosterparkbuurt Noordwest";"M";"M28";"M28a";"-1";52.352583;4.918468;NA;NA
"22812";"NLD";"NH";"Amsterdam";"Amsterdam";"Vancouverstraat 21";"1056DT";"West";"Erasmuspark";"Robert Scottbuurt Oost";"Robert Scottbuurt Oost";"E";"E38";"E38d";"-1";52.372948;4.853941;NA;NA
"22832";"NLD";"NH";"Amsterdam";"Amsterdam";"Valeriusstraat 184";"1075GJ";"Zuid";"Schinkelbuurt";"Schinkelbuurt";"Schinkelbuurt";"K";"K45";"-1";"-1";52.352653;4.863058;NA;NA
"49356";"NLD";"NH";"Amsterdam";"Amsterdam";"Kattenburgerstraat 116";"1018JE";"Centrum";"Grachtengordel Zuid";"Spiegelbuurt";"Spiegelbuurt";"A";"A03";"A03a";"-1";52.37201;4.91794;NA;NA
"49371";"NLD";"NH";"Amsterdam";"Amsterdam";"Smaragdstraat 2";"1074HG";"Zuid";"Nieuwe Pijp";"Van der Helstpleinbuurt";"Van der Helstpleinbuurt";"K";"K25";"K25b";"-1";52.35073;4.90669;NA;NA
"49738";"NLD";"NH";"Amsterdam";"Amsterdam";"Banstraat 18";"1071JZ";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.355325;4.873739;NA;NA
"49878";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelkade 166";"1078AX";"Oost";"IJburg West";"Haveneiland Zuidwest Rieteiland West";"Haveneiland Zuidwest Rieteiland West";"M";"M35";"M35c";"-1";52.348113;4.889282;NA;NA
"50262";"NLD";"NH";"Amsterdam";"Amsterdam";"M. Hanenbergstraat 30";"1068EW";"Nieuw West";"Osdorp Oost";"Meer en Oever";"Meer en Oever";"F";"F81";"F81b";"-1";52.358778;4.802827;NA;NA
"50266";"NLD";"NH";"Amsterdam";"Amsterdam";"Ceintuurbaan 147";"1072GB";"Zuid";"Nieuwe Pijp";"Cornelis Troostbuurt";"Cornelis Troostbuurt";"K";"K25";"K25d";"-1";52.353219;4.893661;NA;NA
"50424";"NLD";"NH";"Amsterdam";"Amsterdam";"S.F. van Ossstraat 159";"1068JJ";"Nieuw West";"Osdorp Oost";"Meer en Oever";"Meer en Oever";"F";"F81";"F81b";"-1";52.355857;4.812829;NA;NA
"20624";"NLD";"NH";"Amsterdam";"Amsterdam";"Saxenburgerdwarsstraat 6";"1054KS";"West";"Helmersbuurt";"Cremerbuurt Oost";"Cremerbuurt Oost";"E";"E20";"E20c";"-1";52.358385;4.861809;NA;NA
"44076";"NLD";"NH";"Amsterdam";"Amsterdam";"Admiralengracht 38";"1057EZ";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.366144;4.85827;NA;NA
"44220";"NLD";"NH";"Amsterdam";"Amsterdam";"Korte Muiderweg 25";"1382LM";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.313423;5.048497;NA;NA
"44329";"NLD";"NH";"Amsterdam";"Amsterdam";"Coppelstockstraat 45";"1056XL";"Nieuw West";"Slotervaart Noord";"Emanuel van Meterenbuurt";"Emanuel van Meterenbuurt";"F";"F85";"F85b";"-1";52.376276;4.860027;NA;NA
"44531";"NLD";"NH";"Amsterdam";"Amsterdam";"Kempenlaan 22";"1066PX";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.345374;4.80733;NA;NA
"24664";"NLD";"NH";"Amsterdam";"Amsterdam";"Kastanjeweg 8";"1092CE";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Zuidoost";"Oosterparkbuurt Zuidoost";"M";"M28";"M28c";"-1";52.359066;4.923466;NA;NA
"24948";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan van Eijckstraat 47";"1077LH";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.349912;4.874033;NA;NA
"25535";"NLD";"NH";"Amsterdam";"Amsterdam";"Van der Hoopstraat 13";"1051VA";"West";"Centrale Markt";"Bedrijvencentrum Westerkwartier";"Bedrijvencentrum Westerkwartier";"E";"E15";"E15c";"-1";52.384461;4.875548;NA;NA
"25691";"NLD";"NH";"Amsterdam";"Amsterdam";"Landscronerlaan 24";"1384AB";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.316494;5.039705;NA;NA
"42314";"NLD";"NH";"Amsterdam";"Amsterdam";"Valeriusstraat 249";"1075GB";"Zuid";"Schinkelbuurt";"Schinkelbuurt";"Schinkelbuurt";"K";"K45";"-1";"-1";52.351195;4.857655;NA;NA
"42492";"NLD";"NH";"Amsterdam";"Amsterdam";"Lommelstraat 16";"1066LZ";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.347772;4.819268;NA;NA
"43424";"NLD";"NH";"Amsterdam";"Amsterdam";"Dekschuitstraat 138";"1034HJ";"Noord";"Banne Buiksloot";"Banne Buiksloot";"Banne Buiksloot";"N";"N70";"-1";"-1";52.40562;4.91382;NA;NA
"43426";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan Hanzenstraat 106";"1053SV";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.367726;4.864463;NA;NA
"43441";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Ostadestraat 58";"1072TA";"Zuid";"Nieuwe Pijp";"Cornelis Troostbuurt";"Cornelis Troostbuurt";"K";"K25";"K25d";"-1";52.351705;4.888687;NA;NA
"51695";"NLD";"NH";"Amsterdam";"Amsterdam";"Bilderdijkkade 27";"1053VH";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.368412;4.870051;NA;NA
"20918";"NLD";"NH";"Amsterdam";"Amsterdam";"Kempenlaan 90";"1066RA";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.345784;4.80946;NA;NA
"25554";"NLD";"NH";"Amsterdam";"Amsterdam";"Keienbergweg 54";"1101GC";"Zuidoost";"Amstel III Bullewijk";"Amstel III deel A B Noord";"Amstel III deel A B Noord";"T";"T92";"T92b";"-1";52.30722;4.93398;NA;NA
"25757";"NLD";"NH";"Amsterdam";"Amsterdam";"Tulastraat 51";"1103TE";"Zuidoost";"Bijlmer Oost (E,G,K)";"E-buurt";"E-buurt";"T";"T94";"T94a";"-1";52.318529;4.967068;NA;NA
"24935";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan van Riebeekstraat 3";"1057ZW";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.370708;4.858672;NA;NA
"25116";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan den Haenstraat 33";"1055WC";"West";"Erasmuspark";"Erasmusparkbuurt West";"Erasmusparkbuurt West";"E";"E38";"E38c";"-1";52.378798;4.861028;NA;NA
"25127";"NLD";"NH";"Amsterdam";"Amsterdam";"Stadionkade 67";"1077VR";"Zuid";"Apollobuurt";"Beethovenbuurt";"Beethovenbuurt";"K";"K49";"K49b";"-1";52.344611;4.868665;NA;NA
"8339";"NLD";"NH";"Amsterdam";"Amsterdam";"Herenmarkt 23";"1013EC";"Centrum";"Haarlemmerbuurt";"Haarlemmerbuurt Oost";"Haarlemmerbuurt Oost";"A";"A05";"A05b";"-1";52.379529;4.891939;NA;NA
"9378";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Spilbergenstraat 2";"1057RG";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.364516;4.852284;NA;NA
"21691";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Speijkstraat 26";"1057HB";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.367335;4.860818;NA;NA
"22038";"NLD";"NH";"Amsterdam";"Amsterdam";"Marnixkade 30";"1015XP";"Centrum";"Grachtengordel West";"Langestraat e.o.";"Langestraat e.o.";"A";"A02";"A02a";"-1";52.382133;4.880992;NA;NA
"22059";"NLD";"NH";"Amsterdam";"Amsterdam";"Solebaystraat 2";"1055ZR";"West";"Erasmuspark";"Erasmusparkbuurt West";"Erasmusparkbuurt West";"E";"E38";"E38c";"-1";52.382189;4.853764;NA;NA
"53187";"NLD";"NH";"Amsterdam";"Amsterdam";"Opmerkzaam 93";"1068RZ";"Nieuw West";"Osdorp Oost";"Meer en Oever";"Meer en Oever";"F";"F81";"F81b";"-1";52.35512;4.80839;NA;NA
"53507";"NLD";"NH";"Amsterdam";"Amsterdam";"Haarlemmerweg 1";"1051KN";"West";"Centrale Markt";"Bedrijvencentrum Westerkwartier";"Bedrijvencentrum Westerkwartier";"E";"E15";"E15c";"-1";52.385274;4.879725;NA;NA
"53182";"NLD";"NH";"Amsterdam";"Amsterdam";"Derkinderenstraat 77";"1061VR";"Amstelveen";"Amstelveen";"Amstelveen";"Amstelveen";"-1";"-1";"-1";"-1";52.365608;4.840317;NA;NA
"53192";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Leijenberghlaan 101";"1082GD";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.327358;4.880219;NA;NA
"44021";"NLD";"NH";"Amsterdam";"Amsterdam";"Olmenweg 2";"1091KP";"Oost";"IJburg West";"Haveneiland Zuidwest Rieteiland West";"Haveneiland Zuidwest Rieteiland West";"M";"M35";"M35c";"-1";52.354719;4.914759;NA;NA
"44944";"NLD";"NH";"Amsterdam";"Amsterdam";"Meidoornweg 36";"1031GH";"Noord";"Noordelijke IJ-oevers Oost";"Buiksloterham";"Buiksloterham";"N";"N71";"N71g";"-1";52.387293;4.911201;NA;NA
"42291";"NLD";"NH";"Amsterdam";"Amsterdam";"KNSM Laan 109";"1019LB";"Oost";"Oostelijk Havengebied";"Architectenbuurt";"Architectenbuurt";"M";"M33";"M33h";"-1";52.377125;4.938783;NA;NA
"42327";"NLD";"NH";"Amsterdam";"Amsterdam";"Sumatrastraat 21";"1094LM";"Oost";"Indische Buurt West";"Noordwestkwadrant Indische buurt Noord";"Noordwestkwadrant Indische buurt Noord";"M";"M31";"M31a";"-1";52.364123;4.935429;NA;NA
"42500";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Breestraat 111";"1071ZK";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.355887;4.872984;NA;NA
"42939";"NLD";"NH";"Amsterdam";"Amsterdam";"Louis Couperusstraat 87";"1064CC";"Centrum";"Burgwallen Nieuwe Zijde";"Hemelrijk";"Hemelrijk";"A";"A01";"A01b";"-1";52.3754095;4.828065;NA;NA
"42961";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan Prinsstraat 42";"1382SP";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.314161;5.036984;NA;NA
"54307";"NLD";"NH";"Amsterdam";"Amsterdam";"Sijlhoff 1";"1082EP";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.325156;4.874287;NA;NA
"54785";"NLD";"NH";"Amsterdam";"Amsterdam";"Sportparklaan 261";"1382SC";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.315207;5.037141;NA;NA
"46558";"NLD";"NH";"Amsterdam";"Amsterdam";"J.S. Ruppertstraat 33";"1069KJ";"Nieuw West";"De Punt";"De Punt";"De Punt";"F";"F83";"F83a";"-1";52.352652;4.796574;NA;NA
"46980";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Spilbergenstraat 155";"1057RE";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.368538;4.849695;NA;NA
"46982";"NLD";"NH";"Amsterdam";"Amsterdam";"Henri Dunantstraat 127";"1066AW";"Nieuw West";"Middelveldsche Akerpolder";"De Aker Oost";"De Aker Oost";"F";"F84";"F84c";"-1";52.348296;4.829232;NA;NA
"47000";"NLD";"NH";"Amsterdam";"Amsterdam";"Spuistraat 56";"1012SR";"Centrum";"Burgwallen Nieuwe Zijde";"Hemelrijk";"Hemelrijk";"A";"A01";"A01b";"-1";52.376076;4.892402;NA;NA
"47159";"NLD";"NH";"Amsterdam";"Amsterdam";"Osdorpplein 522";"1068TA";"Nieuw West";"Osdorp Oost";"Meer en Oever";"Meer en Oever";"F";"F81";"F81b";"-1";52.357583;4.804054;NA;NA
"47214";"NLD";"NH";"Amsterdam";"Amsterdam";"Lodewijk Tripstraat 8";"1052ES";"West";"Centrale Markt";"Bedrijvencentrum Westerkwartier";"Bedrijvencentrum Westerkwartier";"E";"E15";"E15c";"-1";52.380203;4.876691;NA;NA
"46334";"NLD";"NH";"Amsterdam";"Amsterdam";"Dijkmanshuizenstraat 244";"1024XR";"Noord";"Nieuwendam Noord";"Nieuwendam Noord";"Nieuwendam Noord";"N";"-1";"-1";"-1";52.396895;4.957477;NA;NA
"46476";"NLD";"NH";"Amsterdam";"Amsterdam";"Elpermeer 6";"1025AJ";"Noord";"Buikslotermeer";"Buikslotermeer Noord";"Buikslotermeer Noord";"N";"N69";"N69m";"-1";52.401319;4.949196;NA;NA
"46478";"NLD";"NH";"Amsterdam";"Amsterdam";"Jarmuiden 54";"1046AE";"Nieuw West";"Bedrijventerrein Sloterdijk";"Sloterdijk III West";"Sloterdijk III West";"F";"F11";"F11d";"-1";52.39101;4.790718;NA;NA
"46484";"NLD";"NH";"Amsterdam";"Amsterdam";"Commelinstraat 12";"1093VD";"Oost";"Dapperbuurt";"Dapperbuurt Noord";"Dapperbuurt Noord";"M";"M29";"M29a";"-1";52.363165;4.92436;NA;NA
"24488";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Breestraat 79";"1071ZH";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.356348;4.874709;NA;NA
"24655";"NLD";"NH";"Amsterdam";"Amsterdam";"Herculesstraat 54";"1076SP";"Zuid";"Stadionbuurt";"IJsbaanpad e.o.";"IJsbaanpad e.o.";"K";"K48";"K48e";"-1";52.347553;4.862401;NA;NA
"24912";"NLD";"NH";"Amsterdam";"Amsterdam";"Levantkade 173";"1019ME";"Oost";"Oostelijk Havengebied";"Architectenbuurt";"Architectenbuurt";"M";"M33";"M33h";"-1";52.3765;4.94351;NA;NA
"24934";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan van Riebeekstraat 5";"1057ZW";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.370701;4.858595;NA;NA
"24956";"NLD";"NH";"Amsterdam";"Amsterdam";"Pretoriusstraat 91";"1092GD";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Zuidoost";"Oosterparkbuurt Zuidoost";"M";"M28";"M28c";"-1";52.354381;4.920729;NA;NA
"43420";"NLD";"NH";"Amsterdam";"Amsterdam";"Jacob Obrechtstraat 56";"1071KN";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.351569;4.784477;NA;NA
"44530";"NLD";"NH";"Amsterdam";"Amsterdam";"Lodewijk van Deysselstraat 107";"1064HM";"Centrum";"Burgwallen Nieuwe Zijde";"Hemelrijk";"Hemelrijk";"A";"A01";"A01b";"-1";52.377864;4.809972;NA;NA
"45029";"NLD";"NH";"Amsterdam";"Amsterdam";"Weesperzijde 159";"1097DS";"Oost";"Betondorp";"Betondorp";"Betondorp";"M";"M57";"M57a";"-1";52.3471853;4.9140409;NA;NA
"47006";"NLD";"NH";"Amsterdam";"Amsterdam";"Geerdinkhof 622";"1103RM";"Zuidoost";"Bijlmer Oost (E,G,K)";"E-buurt";"E-buurt";"T";"T94";"T94a";"-1";52.326551;4.97927;NA;NA
"47264";"NLD";"NH";"Amsterdam";"Amsterdam";"Hemburgstraat 2";"1013WZ";"Centrum";"Grachtengordel West";"Langestraat e.o.";"Langestraat e.o.";"A";"A02";"A02a";"-1";52.392112;4.877143;NA;NA
"47271";"NLD";"NH";"Amsterdam";"Amsterdam";"Hortensiastraat 4";"1032CJ";"Noord";"Noordelijke IJ-oevers Oost";"Papaverweg e.o.";"Papaverweg e.o.";"N";"N71";"N71c";"-1";52.394625;4.917488;NA;NA
"47283";"NLD";"NH";"Amsterdam";"Amsterdam";"Delistraat 8";"1094CV";"Oost";"Indische Buurt West";"Noordwestkwadrant Indische buurt Noord";"Noordwestkwadrant Indische buurt Noord";"M";"M31";"M31a";"-1";52.365288;4.932167;NA;NA
"47645";"NLD";"NH";"Amsterdam";"Amsterdam";"Kometensingel 52";"1033BW";"Noord";"Noordelijke IJ-oevers Oost";"Cornelis Douwesterrein";"Cornelis Douwesterrein";"N";"N71";"N71e";"-1";52.415648;4.893985;NA;NA
