"Location_skey";"Country";"State";"Region";"City";"Address";"PostalCode";"District";"SubDistrict";"SubSubDistrict";"SubSubSubDistrict";"DistrictCode";"SubDistrictCode";"SubSubDistrictCode";"SubSubSubDistrictCode";"Latitude";"Longitude";"IsGarage";"NameGarage"
"143";"NLD";"NH";"Amsterdam";"Amsterdam";"Gerrit van der Veenstraat 177";"1077EB";"Zuid";"Apollobuurt";"Minervabuurt Midden";"Minervabuurt Midden";"K";"K49";"K49e";"-1";52.348539;4.867581;NA;NA
"361";"NLD";"NH";"Amsterdam";"Amsterdam";"Bloemgracht 144";"1015TR";"Centrum";"Jordaan";"Bloemgrachtbuurt";"Bloemgrachtbuurt";"A";"A06";"A06c";"-1";52.374269;4.878635;NA;NA
"610";"NLD";"NH";"Amsterdam";"Amsterdam";"Bos en Lommerweg 244";"1055EJ";"West";"Landlust";"Bosleeuw";"Bosleeuw";"E";"E37";"E37c";"-1";52.378389;4.847879;NA;NA
"757";"NLD";"NH";"Amsterdam";"Amsterdam";"Prinsengracht 436";"1017KE";"Centrum";"De Weteringschans";"Leidsebuurt Noordwest";"Leidsebuurt Noordwest";"A";"A07";"A07a";"-1";52.3654297;4.8833807;NA;NA
"1085";"NLD";"NH";"Amsterdam";"Amsterdam";"De Boelelaan 30";"1083HJ";"Zuid";"Zuidas";"Vivaldi";"Vivaldi";"K";"K23";"K23e";"-1";52.334989;4.886583;NA;NA
"1263";"NLD";"NH";"Amsterdam";"Amsterdam";"Kantershof 633";"1104HJ";"Zuidoost";"Bijlmer Oost (E,G,K)";"Kantershof";"Kantershof";"T";"T94";"T94k";"-1";52.320093;4.98618;NA;NA
"21";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan Puntstraat 4";"1065MB";"Nieuw West";"Slotervaart Zuid";"Jacques Veldmanbuurt";"Jacques Veldmanbuurt";"F";"F89";"F89b";"-1";52.355889;4.828554;NA;NA
"231";"NLD";"NH";"Amsterdam";"Amsterdam";"Buitendijk 1";"1035KG";"Noord";"Oostzanerwerf";"Twiske West";"Twiske West";"N";"N66";"N66d";"-1";52.423942;4.895873;NA;NA
"354";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan Evertsenstraat 747";"1061XZ";"Nieuw West";"Overtoomse Veld";"Overtoomse Veld Noord";"Overtoomse Veld Noord";"F";"F86";"F86a";"-1";52.369969;4.834869;NA;NA
"539";"NLD";"NH";"Amsterdam";"Amsterdam";"Kamerlingh Onneslaan 40";"1097DH";"Oost";"Frankendael";"Don Bosco";"Don Bosco";"M";"M55";"M55d";"-1";52.351687;4.927396;NA;NA
"683";"NLD";"NH";"Amsterdam";"Amsterdam";"Galileiplantsoen 56";"1098NB";"Oost";"Middenmeer";"Middenmeer Zuid";"Middenmeer Zuid";"M";"M56";"M56c";"-1";52.353784;4.940188;NA;NA
"784";"NLD";"NH";"Amsterdam";"Amsterdam";"Pestalozzihof 1";"1068KH";"Nieuw West";"Osdorp Oost";"Osdorp Zuidoost";"Osdorp Zuidoost";"F";"F81";"F81e";"-1";52.352206;4.806561;NA;NA
"1152";"NLD";"NH";"Amsterdam";"Amsterdam";"Johan Huizingalaan 110";"1056JE";"Nieuw West";"Slotervaart Noord";"Emanuel van Meterenbuurt";"Emanuel van Meterenbuurt";"F";"F85";"F85b";"-1";52.361289;4.827018;NA;NA
"1185";"NLD";"NH";"Amsterdam";"Amsterdam";"Nolensstraat 56";"1067KD";"Nieuw West";"Geuzenveld";"Buurt 6";"Buurt 6";"F";"F78";"F78a";"-1";52.376051;4.800413;NA;NA
"1274";"NLD";"NH";"Amsterdam";"Amsterdam";"Gillis van Ledenberchstraat 51";"1052VA";"West";"Frederik Hendrikbuurt";"Frederik Hendrikbuurt Noord";"Frederik Hendrikbuurt Noord";"E";"E16";"E16a";"-1";52.376738;4.872253;NA;NA
"1364";"NLD";"NH";"Amsterdam";"Amsterdam";"Banstraat 33";"1071JW";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.353154;4.875432;NA;NA
"1774";"NLD";"NH";"Amsterdam";"Amsterdam";"Professor R. Casimirstraat 48";"1068SK";"Nieuw West";"Osdorp Oost";"Osdorp Zuidoost";"Osdorp Zuidoost";"F";"F81";"F81e";"-1";52.351527;4.809474;NA;NA
"2831";"NLD";"NH";"Amsterdam";"Amsterdam";"Nicolaas Maesstraat 32";"1071RA";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.35539;4.883378;NA;NA
"2074";"NLD";"NH";"Amsterdam";"Amsterdam";"Westermarkt 2";"1016DK";"Centrum";"Grachtengordel West";"Leidsegracht Noord";"Leidsegracht Noord";"A";"A02";"A02d";"-1";52.374767;4.884643;NA;NA
"2435";"NLD";"NH";"Amsterdam";"Amsterdam";"Bakkumstraat 2";"1024VX";"Noord";"Waterlandpleinbuurt";"Werengouw Midden";"Werengouw Midden";"N";"N68";"N68c";"-1";52.394682;4.955139;NA;NA
"2538";"NLD";"NH";"Amsterdam";"Amsterdam";"Elandsgracht 107";"1016TT";"Centrum";"Jordaan";"Elandsgrachtbuurt";"Elandsgrachtbuurt";"A";"A06";"A06g";"-1";52.3688529;4.8788928;NA;NA
"2596";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste van der Helststraat 8";"1072NV";"Zuid";"Oude Pijp";"Gerard Doubuurt";"Gerard Doubuurt";"K";"K24";"K24b";"-1";52.357109;4.892648;NA;NA
"2614";"NLD";"NH";"Amsterdam";"Amsterdam";"Wingerdweg 77";"1032AB";"Noord";"Volewijck";"Bloemenbuurt Zuid";"Bloemenbuurt Zuid";"N";"N60";"N60b";"-1";52.391981;4.916944;NA;NA
"269";"NLD";"NH";"Amsterdam";"Amsterdam";"Rooseveltlaan 238";"1078NX";"Zuid";"Scheldebuurt";"Scheldebuurt West";"Scheldebuurt West";"K";"K52";"K52b";"-1";52.342608;4.89477;NA;NA
"591";"NLD";"NH";"Amsterdam";"Amsterdam";"Admiralengracht 219";"1057EW";"West";"Hoofdweg e.o.";"Balboaplein e.o.";"Balboaplein e.o.";"E";"E42";"E42a";"-1";52.3707576;4.8561697;NA;NA
"695";"NLD";"NH";"Amsterdam";"Amsterdam";"Alexanderplein 9";"1018CG";"Centrum";"Weesperbuurt Plantage";"Alexanderplein e.o.";"Alexanderplein e.o.";"A";"A08";"A08e";"-1";52.363703;4.920166;NA;NA
"705";"NLD";"NH";"Amsterdam";"Amsterdam";"Kattenburgerstraat 28";"1018JB";"Centrum";"Oostelijke Eilanden Kadijken";"Kattenburg";"Kattenburg";"A";"A09";"A09b";"-1";52.3714247;4.9165458;NA;NA
"760";"NLD";"NH";"Amsterdam";"Amsterdam";"Laagte Kadijk 173";"1018ZD";"Centrum";"Oostelijke Eilanden Kadijken";"Kadijken";"Kadijken";"A";"A09";"A09i";"-1";52.369652;4.912498;NA;NA
"1011";"NLD";"NH";"Amsterdam";"Amsterdam";"Olympisch Stadion 21";"1076DE";"Zuid";"Stadionbuurt";"Olympisch Stadion e.o.";"Olympisch Stadion e.o.";"K";"K48";"K48d";"-1";52.343662;4.8527814;NA;NA
"1250";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Gentstraat 4";"1055PE";"West";"Landlust";"Gibraltarbuurt";"Gibraltarbuurt";"E";"E37";"E37f";"-1";52.382999;4.85102;NA;NA
"1326";"NLD";"NH";"Amsterdam";"Amsterdam";"Tweede Jacob van Campenstraat 155";"1073XS";"Zuid";"Oude Pijp";"Gerard Doubuurt";"Gerard Doubuurt";"K";"K24";"K24b";"-1";52.357071;4.896753;NA;NA
"1544";"NLD";"NH";"Amsterdam";"Amsterdam";"Cornelis Troostplein 87";"1072JJ";"Zuid";"Nieuwe Pijp";"Lizzy Ansinghbuurt";"Lizzy Ansinghbuurt";"K";"K25";"K25c";"-1";52.35066;4.890524;NA;NA
"1690";"NLD";"NH";"Amsterdam";"Amsterdam";"Baarsjesweg 182";"1057HR";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.366565;4.861348;NA;NA
"1840";"NLD";"NH";"Amsterdam";"Amsterdam";"Herentalsstraat 92";"1066NM";"Nieuw West";"Sloter- Riekerpolder";"Nieuw Sloten Noordwest";"Nieuw Sloten Noordwest";"F";"F88";"F88e";"-1";52.348054;4.809784;NA;NA
"2017";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Slingelandtstraat 67";"1051CG";"West";"Centrale Markt";"Markthallen";"Markthallen";"E";"E15";"E15b";"-1";52.384868;4.865194;NA;NA
"2981";"NLD";"NH";"Amsterdam";"Amsterdam";"Michelangelostraat 10";"1077CB";"Zuid";"Apollobuurt";"Minervabuurt Noord";"Minervabuurt Noord";"K";"K49";"K49d";"-1";52.349598;4.870913;NA;NA
"3173";"NLD";"NH";"Amsterdam";"Amsterdam";"Herman Heijermansweg 15";"1077WJ";"Zuid";"Apollobuurt";"Diepenbrockbuurt";"Diepenbrockbuurt";"K";"K49";"K49a";"-1";52.34638;4.885273;NA;NA
"3298";"NLD";"NH";"Amsterdam";"Amsterdam";"Lutmastraat 180";"1073HG";"Zuid";"Zuid Pijp";"Burgemeester Tellegenbuurt Oost";"Burgemeester Tellegenbuurt Oost";"K";"K26";"K26b";"-1";52.351542;4.902517;NA;NA
"3393";"NLD";"NH";"Amsterdam";"Amsterdam";"Radboud 5";"1081AR";"Zuid";"Buitenveldert West";"Buitenveldert Zuidwest";"Buitenveldert Zuidwest";"K";"K90";"K90d";"-1";52.3267258;4.8682117;NA;NA
"3490";"NLD";"NH";"Amsterdam";"Amsterdam";"Havikslaan 24";"1021EK";"Noord";"IJplein Vogelbuurt";"Vogelbuurt Zuid";"Vogelbuurt Zuid";"N";"N61";"N61b";"-1";52.385497;4.915836;NA;NA
"3837";"NLD";"NH";"Amsterdam";"Amsterdam";"Herengracht 74";"1015BR";"Centrum";"Grachtengordel West";"Langestraat e.o.";"Langestraat e.o.";"A";"A02";"A02a";"-1";52.377122;4.889859;NA;NA
"3129";"NLD";"NH";"Amsterdam";"Amsterdam";"Jozef Israelskade 97";"1074AR";"Zuid";"Zuid Pijp";"Diamantbuurt";"Diamantbuurt";"K";"K26";"K26a";"-1";52.349259;4.903719;NA;NA
"3225";"NLD";"NH";"Amsterdam";"Amsterdam";"Bentinckstraat 70";"1051GN";"West";"Staatsliedenbuurt";"Westerstaatsman";"Westerstaatsman";"E";"E14";"E14e";"-1";52.38331;4.871849;NA;NA
"3417";"NLD";"NH";"Amsterdam";"Amsterdam";"Curacaostraat 91";"1058GA";"West";"Westindische Buurt";"Postjeskade e.o.";"Postjeskade e.o.";"E";"E43";"E43b";"-1";52.361616;4.851899;NA;NA
"3648";"NLD";"NH";"Amsterdam";"Amsterdam";"Hobbemakade 26";"1071XK";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.3572172;4.8860573;NA;NA
"4103";"NLD";"NH";"Amsterdam";"Amsterdam";"P.C. Hooftstraat 32";"1071BZ";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.3608697;4.8825809;NA;NA
"268";"NLD";"NH";"Amsterdam";"Amsterdam";"Nicolaas Witsenkade 25";"1017ZS";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.358303;4.895551;NA;NA
"379";"NLD";"NH";"Amsterdam";"Amsterdam";"Karperstraat 8";"1075KZ";"Zuid";"Schinkelbuurt";"Schinkelbuurt Zuid";"Schinkelbuurt Zuid";"K";"K45";"K45b";"-1";52.347807;4.856306;NA;NA
"926";"NLD";"NH";"Amsterdam";"Amsterdam";"Spakenburgstraat 4";"1107WS";"Zuidoost";"Holendrecht Reigersbos";"Reigersbos Zuid";"Reigersbos Zuid";"T";"T96";"T96g";"-1";52.292485;4.978582;NA;NA
"942";"NLD";"NH";"Amsterdam";"Amsterdam";"Lindengracht 245";"1015KH";"Centrum";"Jordaan";"Anjeliersbuurt Noord";"Anjeliersbuurt Noord";"A";"A06";"A06k";"-1";52.379537;4.880814;NA;NA
"1055";"NLD";"NH";"Amsterdam";"Amsterdam";"Roemer Visscherstraat 44";"1054EZ";"West";"Vondelbuurt";"Vondelparkbuurt Oost";"Vondelparkbuurt Oost";"E";"E22";"E22a";"-1";52.361166;4.876129;NA;NA
"298";"NLD";"NH";"Amsterdam";"Amsterdam";"Herengracht 410";"1017XS";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.367225;4.88715;NA;NA
"629";"NLD";"NH";"Amsterdam";"Amsterdam";"Prinses Margrietstraat 5";"1077KZ";"Zuid";"Prinses Irenebuurt e.o.";"Prinses Irenebuurt";"Prinses Irenebuurt";"K";"K59";"K59a";"-1";52.343553;4.874207;NA;NA
"2073";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Leijenberghlaan 2";"1082GM";"Zuid";"Buitenveldert West";"Gelderlandpleinbuurt";"Gelderlandpleinbuurt";"K";"K90";"K90a";"-1";52.332724;4.879232;NA;NA
"2250";"NLD";"NH";"Amsterdam";"Amsterdam";"Plantage Middenlaan 84";"1018DJ";"Centrum";"Weesperbuurt Plantage";"Plantage";"Plantage";"A";"A08";"A08d";"-1";52.3641955;4.9177345;NA;NA
"3188";"NLD";"NH";"Amsterdam";"Amsterdam";"Nieuwe Leliestraat 7";"1055SH";"Centrum";"Jordaan";"Bloemgrachtbuurt";"Bloemgrachtbuurt";"A";"A06";"A06c";"-1";52.375917;4.883732;NA;NA
"3949";"NLD";"NH";"Amsterdam";"Amsterdam";"Keizersgracht 253";"1016EB";"Centrum";"Grachtengordel West";"Felix Meritisbuurt";"Felix Meritisbuurt";"A";"A02";"A02c";"-1";52.371684;4.885011;NA;NA
"4899";"NLD";"NH";"Amsterdam";"Amsterdam";"Cornelis Drebbelstraat 5";"1097AJ";"Oost";"Frankendael";"Don Bosco";"Don Bosco";"M";"M55";"M55d";"-1";52.353807;4.927506;NA;NA
"3536";"NLD";"NH";"Amsterdam";"Amsterdam";"Herengracht 573";"1017CD";"Centrum";"Grachtengordel Zuid";"Rembrandtpleinbuurt";"Rembrandtpleinbuurt";"A";"A03";"A03e";"-1";52.365126;4.897;NA;NA
"3865";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelveenseweg 310";"1076CS";"Zuid";"Stadionbuurt";"Olympisch Stadion e.o.";"Olympisch Stadion e.o.";"K";"K48";"K48d";"-1";52.3464771;4.8572088;NA;NA
"3962";"NLD";"NH";"Amsterdam";"Amsterdam";"Ite Boeremastraat 2";"1054PT";"West";"Helmersbuurt";"WG-terrein";"WG-terrein";"E";"E20";"E20b";"-1";52.362938;4.869536;NA;NA
"3966";"NLD";"NH";"Amsterdam";"Amsterdam";"Prinsengracht 419";"1016HM";"Centrum";"Grachtengordel West";"Felix Meritisbuurt";"Felix Meritisbuurt";"A";"A02";"A02c";"-1";52.370938;4.883026;NA;NA
"4132";"NLD";"NH";"Amsterdam";"Amsterdam";"Borgerstraat 123";"1053PG";"West";"Van Lennepbuurt";"Borgerbuurt";"Borgerbuurt";"E";"E19";"E19b";"-1";52.364626;4.864749;NA;NA
"341";"NLD";"NH";"Amsterdam";"Amsterdam";"Sanderijnstraat 2";"1055BR";"West";"Erasmuspark";"Erasmusparkbuurt West";"Erasmusparkbuurt West";"E";"E38";"E38c";"-1";52.376511;4.851141;NA;NA
"855";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste Helmersstraat 273";"1054DZ";"West";"Overtoomse Sluis";"Cremerbuurt West";"Cremerbuurt West";"E";"E21";"E21a";"-1";52.360589;4.863795;NA;NA
"945";"NLD";"NH";"Amsterdam";"Amsterdam";"Windroosplein 69";"1018ZZ";"Centrum";"Oostelijke Eilanden Kadijken";"Wittenburg";"Wittenburg";"A";"A09";"A09c";"-1";52.3732302;4.9248508;NA;NA
"1379";"NLD";"NH";"Amsterdam";"Amsterdam";"Beethovenstraat 114";"1077JS";"Zuid";"Apollobuurt";"Minervabuurt Zuid";"Minervabuurt Zuid";"K";"K49";"K49f";"-1";52.346455;4.876673;NA;NA
"4591";"NLD";"NH";"Amsterdam";"Amsterdam";"IJsbaanpad 2";"1076CV";"Zuid";"Stadionbuurt";"IJsbaanpad e.o.";"IJsbaanpad e.o.";"K";"K48";"K48e";"-1";52.34124;4.856663;NA;NA
"4597";"NLD";"NH";"Amsterdam";"Amsterdam";"Palmgracht 81";"1015HL";"Centrum";"Jordaan";"Driehoekbuurt";"Driehoekbuurt";"A";"A06";"A06a";"-1";52.381876;4.882411;NA;NA
"4812";"NLD";"NH";"Amsterdam";"Amsterdam";"Johann Siegerstraat 1";"1096BH";"Oost";"Omval Overamstel";"Amstelkwartier Zuid";"Amstelkwartier Zuid";"M";"M58";"M58i";"-1";52.334481;4.918724;NA;NA
"4813";"NLD";"NH";"Amsterdam";"Amsterdam";"Hogeweg 110";"1098CJ";"Oost";"Middenmeer";"Middenmeer Noord";"Middenmeer Noord";"M";"M56";"M56b";"-1";52.356593;4.935658;NA;NA
"4886";"NLD";"NH";"Amsterdam";"Amsterdam";"Tweede Jan van der Heijdenstraat 43";"1074XN";"Zuid";"Oude Pijp";"Hemonybuurt";"Hemonybuurt";"K";"K24";"K24a";"-1";52.35567;4.901127;NA;NA
"5771";"NLD";"NH";"Amsterdam";"Amsterdam";"Blankenbergestraat 22";"1066TK";"Nieuw West";"Sloter- Riekerpolder";"Nieuw Sloten Noordwest";"Nieuw Sloten Noordwest";"F";"F88";"F88e";"-1";52.34538;4.800753;NA;NA
"5855";"NLD";"NH";"Amsterdam";"Amsterdam";"Hunzestraat 135";"1079WB";"Zuid";"Rijnbuurt";"Rijnbuurt Midden";"Rijnbuurt Midden";"K";"K54";"K54c";"-1";52.340774;4.904728;NA;NA
"1283";"NLD";"NH";"Amsterdam";"Amsterdam";"Th Weeversweg 23";"1025XG";"Noord";"Buikslotermeer";"Buikslotermeerplein";"Buikslotermeerplein";"N";"N69";"N69j";"-1";52.4007221;4.9471129;NA;NA
"2182";"NLD";"NH";"Amsterdam";"Amsterdam";"Leimuidenstraat 1";"1059ED";"Zuid";"Hoofddorppleinbuurt";"Aalsmeerwegbuurt Oost";"Aalsmeerwegbuurt Oost";"K";"K44";"K44d";"-1";52.350886;4.850515;NA;NA
"2463";"NLD";"NH";"Amsterdam";"Amsterdam";"Meeuwenlaan 134";"1022AM";"Noord";"IJplein Vogelbuurt";"Vliegenbos";"Vliegenbos";"N";"N61";"N61d";"-1";52.390483;4.925088;NA;NA
"7386";"NLD";"NH";"Amsterdam";"Amsterdam";"Vrolikstraat 405";"1092TE";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Zuidoost";"Oosterparkbuurt Zuidoost";"M";"M28";"M28c";"-1";52.357322;4.921844;NA;NA
"5084";"NLD";"NH";"Amsterdam";"Amsterdam";"Geuzenkade 59";"1056KN";"West";"Geuzenbuurt";"Geuzenhofbuurt";"Geuzenhofbuurt";"E";"E40";"E40a";"-1";52.37355;4.864576;NA;NA
"5087";"NLD";"NH";"Amsterdam";"Amsterdam";"Chassestraat 98";"1057JK";"West";"Chassébuurt";"Kortenaerkwartier";"Kortenaerkwartier";"E";"E75";"E75a";"-1";52.37099;4.861121;NA;NA
"5799";"NLD";"NH";"Amsterdam";"Amsterdam";"Amsteldijk 148";"1079LG";"Zuid";"Rijnbuurt";"Kromme Mijdrechtbuurt";"Kromme Mijdrechtbuurt";"K";"K54";"K54a";"-1";52.34623;4.911986;NA;NA
"6136";"NLD";"NH";"Amsterdam";"Amsterdam";"Reling 31";"1034NB";"Noord";"Banne Buiksloot";"Banne Buiksloot";"Banne Buiksloot";"N";"N70";"-1";"-1";52.410289;4.927196;NA;NA
"6217";"NLD";"NH";"Amsterdam";"Amsterdam";"Uiterwaardenstraat 141";"1079CK";"Zuid";"Rijnbuurt";"Rijnbuurt Midden";"Rijnbuurt Midden";"K";"K54";"K54c";"-1";52.342752;4.903473;NA;NA
"169";"NLD";"NH";"Amsterdam";"Amsterdam";"Sparrenweg 34";"1091HR";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Zuidwest";"Oosterparkbuurt Zuidwest";"M";"M28";"M28d";"-1";52.357452;4.915765;NA;NA
"522";"NLD";"NH";"Amsterdam";"Amsterdam";"Linnaeusparkweg 94";"1098EJ";"Oost";"Middenmeer";"Linnaeusparkbuurt";"Linnaeusparkbuurt";"M";"M56";"M56a";"-1";52.353365;4.935011;NA;NA
"584";"NLD";"NH";"Amsterdam";"Amsterdam";"Botteskerksingel 33";"1069XV";"Nieuw West";"Osdorp Midden";"Osdorp Midden Zuid";"Osdorp Midden Zuid";"F";"F82";"F82b";"-1";52.358562;4.791383;NA;NA
"833";"NLD";"NH";"Amsterdam";"Amsterdam";"Eerste Weteringplantsoen 8";"1017SK";"Centrum";"De Weteringschans";"Den Texbuurt";"Den Texbuurt";"A";"A07";"A07f";"-1";52.359164;4.889512;NA;NA
"1072";"NLD";"NH";"Amsterdam";"Amsterdam";"Reinaert de Vosstraat 2";"1055CM";"West";"Landlust";"Erasmusparkbuurt Oost";"Erasmusparkbuurt Oost";"E";"E37";"E37e";"-1";52.378966;4.856541;NA;NA
"1073";"NLD";"NH";"Amsterdam";"Amsterdam";"Sumatrakade 241";"1019PK";"Oost";"Oostelijk Havengebied";"Java-eiland";"Java-eiland";"M";"M33";"M33c";"-1";52.378105;4.934182;NA;NA
"78";"NLD";"NH";"Amsterdam";"Amsterdam";"Jan Voermanstraat 3";"1069ZN";"Nieuw West";"Osdorp Midden";"Osdorp Midden Zuid";"Osdorp Midden Zuid";"F";"F82";"F82b";"-1";52.36807;4.84069;NA;NA
"834";"NLD";"NH";"Amsterdam";"Amsterdam";"Stolwijkstraat 3";"1059XR";"Zuid";"Hoofddorppleinbuurt";"Aalsmeerwegbuurt West";"Aalsmeerwegbuurt West";"K";"K44";"K44c";"-1";52.351384;4.848549;NA;NA
"1230";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelvlietstraat 351";"1096GG";"Oost";"Omval Overamstel";"Amstelkwartier Noord";"Amstelkwartier Noord";"M";"M58";"M58g";"-1";52.339144;4.917703;NA;NA
"1377";"NLD";"NH";"Amsterdam";"Amsterdam";"Amstelveenseweg 714";"1081JK";"Zuid";"Buitenveldert West";"Buitenveldert Zuidwest";"Buitenveldert Zuidwest";"K";"K90";"K90d";"-1";52.332756;4.856987;NA;NA
"1616";"NLD";"NH";"Amsterdam";"Amsterdam";"Hoofdweg 441";"1056CW";"West";"Erasmuspark";"Robert Scottbuurt Oost";"Robert Scottbuurt Oost";"E";"E38";"E38d";"-1";52.37388;4.84813;NA;NA
"1792";"NLD";"NH";"Amsterdam";"Amsterdam";"Jacob van Weesenbekestraat 38";"1067PH";"Nieuw West";"Geuzenveld";"Buurt 6";"Buurt 6";"F";"F78";"F78a";"-1";52.375341;4.802165;NA;NA
"1862";"NLD";"NH";"Amsterdam";"Amsterdam";"Oudegracht 65";"1381XX";"Weesp";"Weesp";"Weesp";"Weesp";"-1";"-1";"-1";"-1";52.306243;5.042582;NA;NA
"2127";"NLD";"NH";"Amsterdam";"Amsterdam";"Kabelweg 37";"1014BA";"West";"Sloterdijk";"Bedrijventerrein Sloterdijk I";"Bedrijventerrein Sloterdijk I";"E";"E36";"E36b";"-1";52.3926711;4.8465931;NA;NA
"2247";"NLD";"NH";"Amsterdam";"Amsterdam";"Woutertje Pietersestraat 40";"1061DG";"West";"De Kolenkit";"Kolenkitbuurt Zuid";"Kolenkitbuurt Zuid";"E";"E39";"E39c";"-1";52.378208;4.83929;NA;NA
"2351";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Speijkstraat 2";"1057HA";"West";"Chassébuurt";"De Wester Quartier";"De Wester Quartier";"E";"E75";"E75c";"-1";52.3670307;4.8608689;NA;NA
"7469";"NLD";"NH";"Amsterdam";"Amsterdam";"Waterschapstraat 1";"1069WP";"Nieuw West";"De Punt";"De Punt";"De Punt";"F";"F83";"F83a";"-1";52.358319;4.787005;NA;NA
"7626";"NLD";"NH";"Amsterdam";"Amsterdam";"Nieuwe Achtergracht 31";"1018XW";"Centrum";"Oostelijke Eilanden Kadijken";"Kadijken";"Kadijken";"A";"A09";"A09i";"-1";52.362429;4.906646;NA;NA
"7752";"NLD";"NH";"Amsterdam";"Amsterdam";"Eisingastraat 33";"1097GR";"Oost";"Betondorp";"Betondorp";"Betondorp";"M";"M57";"M57a";"-1";52.346396;4.937332;NA;NA
"7836";"NLD";"NH";"Amsterdam";"Amsterdam";"Van Oldenbarneveldtstraat 47";"1052JT";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.375655;4.874653;NA;NA
"7844";"NLD";"NH";"Amsterdam";"Amsterdam";"S Gravesandestraat 96";"1091DG";"Oost";"Oosterparkbuurt";"Oosterparkbuurt Noordwest";"Oosterparkbuurt Noordwest";"M";"M28";"M28a";"-1";52.360611;4.915594;NA;NA
"7849";"NLD";"NH";"Amsterdam";"Amsterdam";"Polsbroekstraat 10";"1106BA";"Zuidoost";"Gein";"Gein Noordoost";"Gein Noordoost";"T";"T97";"T97c";"-1";52.30037;4.979269;NA;NA
"7868";"NLD";"NH";"Amsterdam";"Amsterdam";"Transformatorweg 28";"1014AK";"West";"Sloterdijk";"Bedrijventerrein Sloterdijk I";"Bedrijventerrein Sloterdijk I";"E";"E36";"E36b";"-1";52.3923306;4.8527822;NA;NA
"8232";"NLD";"NH";"Amsterdam";"Amsterdam";"Nicolaas Maesstraat 123";"1071PW";"Zuid";"Museumkwartier";"Banpleinbuurt";"Banpleinbuurt";"K";"K47";"K47e";"-1";52.353901;4.877271;NA;NA
"8458";"NLD";"NH";"Amsterdam";"Amsterdam";"Burgemeester Hogguerstraat 447";"1064CT";"Nieuw West";"Slotermeer Zuidwest";"Buurt 4 Oost";"Buurt 4 Oost";"F";"F77";"F77c";"-1";52.372783;4.829785;NA;NA
"8545";"NLD";"NH";"Amsterdam";"Amsterdam";"Weissenbruchstraat 4";"1058KM";"Nieuw West";"Westlandgracht";"Andreasterrein";"Andreasterrein";"F";"F87";"F87b";"-1";52.353441;4.85204;NA;NA
"6222";"NLD";"NH";"Amsterdam";"Amsterdam";"Wethouder de Roosplein 67";"1107AD";"Zuidoost";"Gein";"Gein Zuidoost";"Gein Zuidoost";"T";"T97";"T97d";"-1";52.295759;4.989815;NA;NA
"6731";"NLD";"NH";"Amsterdam";"Amsterdam";"KNSM Laan 6";"1019LL";"Oost";"Oostelijk Havengebied";"KNSM-eiland";"KNSM-eiland";"M";"M33";"M33d";"-1";52.376931;4.938652;NA;NA
"7001";"NLD";"NH";"Amsterdam";"Amsterdam";"Da Costakade 1";"1052SE";"West";"Da Costabuurt";"Da Costabuurt Noord";"Da Costabuurt Noord";"E";"E17";"E17a";"-1";52.372905;4.873977;NA;NA
"7010";"NLD";"NH";"Amsterdam";"Amsterdam";"Koninginneweg 132";"1075EC";"Zuid";"Willemspark";"Willemsparkbuurt Noord";"Willemsparkbuurt Noord";"K";"K46";"K46c";"-1";52.353213;4.86264;NA;NA
"2867";"NLD";"NH";"Amsterdam";"Amsterdam";"Copernicusstraat 52";"1098JJ";"Oost";"Middenmeer";"Middenmeer Noord";"Middenmeer Noord";"M";"M56";"M56b";"-1";52.35523;4.93803;NA;NA
"3179";"NLD";"NH";"Amsterdam";"Amsterdam";"Lomanstraat 66";"1075RE";"Zuid";"Willemspark";"Valeriusbuurt West";"Valeriusbuurt West";"K";"K46";"K46b";"-1";52.351185;4.859292;NA;NA
